LaneNo,source,target,type,weight,편성당칸수,운행횟수,혼잡지수
104,311_중랑역,169_상봉역,subway,47764,8,109,0.34234518348623855
104,267_왕십리역,325_청량리역,subway,86940,8,109,0.6231364678899083
104,325_청량리역,353_회기역,subway,80687,8,109,0.5783185206422018
104,353_회기역,311_중랑역,subway,48845,8,109,0.3500931766055046
104,28_공덕역,356_효창공원앞역,subway,52852,8,109,0.37881307339449544
104,169_상봉역,118_망우역,subway,7980,8,109,0.05719610091743119
104,118_망우역,242_양원역,subway,1782,8,109,0.0127723623853211
104,282_응봉역,267_왕십리역,subway,35253,8,109,0.2526734518348624
104,176_서강대역,28_공덕역,subway,353,8,109,0.0025301032110091742
104,272_용산역,287_이촌역,subway,91918,8,109,0.6588159403669724
104,7_가좌역,346_홍대입구역,subway,1216,8,109,0.00871559633027523
104,228_신촌역,181_서울역,subway,204249,8,109,1.4639406536697248
104,7_가좌역,228_신촌역,subway,61098,8,109,0.4379157110091743
104,107_디지털미디어시티역,7_가좌역,subway,59381,8,109,0.42560923165137615
104,202_수색역,107_디지털미디어시티역,subway,10161,8,109,0.07282826834862385
104,351_화전역,202_수색역,subway,8921,8,109,0.06394065366972478
104,13_강매역,351_화전역,subway,7417,8,109,0.0531608371559633
104,344_행신역,13_강매역,subway,5634,8,109,0.04038130733944954
104,75_능곡역,344_행신역,subway,2674,8,109,0.019165711009174313
104,80_대곡역,75_능곡역,subway,2014,8,109,0.014435206422018348
104,346_홍대입구역,176_서강대역,subway,203,8,109,0.0014549885321100918
108,325_청량리역,353_회기역,subway,80687,8,137,0.46012203467153284
108,353_회기역,311_중랑역,subway,48845,8,137,0.27854128649635035
108,35_광운대역,169_상봉역,subway,62641,8,137,0.3572137317518248
108,169_상봉역,118_망우역,subway,7980,8,137,0.04550638686131387
108,118_망우역,211_신내역,subway,2871,8,137,0.016372034671532847
108,311_중랑역,169_상봉역,subway,47764,8,137,0.27237682481751824
109,10_강남역,244_양재역,subway,88200,6,327,0.2809633027522936
109,244_양재역,243_양재시민의숲역,subway,11918,6,327,0.03796508664627931
109,243_양재시민의숲역,322_청계산입구역,subway,4593,6,327,0.01463111620795107
113,223_신설동역,145_보문역,subway,32179,2,357,0.28167892156862745
113,145_보문역,192_성신여대입구역,subway,25544,2,357,0.22359943977591037
113,192_성신여대입구역,299_정릉역,subway,13820,2,357,0.1209733893557423
113,299_정릉역,152_북한산보국문역,subway,11161,2,357,0.09769782913165266
113,195_솔샘역,164_삼양사거리역,subway,3917,2,357,0.0342874649859944
113,164_삼양사거리역,165_삼양역,subway,3632,2,357,0.03179271708683473
113,165_삼양역,348_화계역,subway,3812,2,357,0.033368347338935574
113,348_화계역,6_가오리역,subway,4687,2,357,0.04102766106442577
113,6_가오리역,1_4.19민주묘지역,subway,9924,2,357,0.08686974789915966
113,1_4.19민주묘지역,194_솔밭공원역,subway,3043,2,357,0.02663690476190476
113,194_솔밭공원역,153_북한산우이역,subway,1558,2,357,0.01363795518207283
113,152_북한산보국문역,195_솔샘역,subway,6885,2,357,0.060267857142857144
1,89_덕계역,90_덕정역,subway,2282,10,589,0.0024214770797962647
1,272_용산역,63_남영역,subway,88370,10,589,0.09377122241086587
1,68_노량진역,272_용산역,subway,52899,10,589,0.0561322156196944
1,84_대방역,68_노량진역,subway,26679,10,589,0.028309634974533107
1,210_신길역,84_대방역,subway,42010,10,589,0.0445776740237691
1,260_영등포역,210_신길역,subway,86173,10,589,0.09143994057724958
1,217_신도림역,260_영등포역,subway,87166,10,589,0.09249363327674023
1,40_구로역,217_신도림역,subway,143610,10,589,0.15238752122241087
1,45_구일역,40_구로역,subway,82154,10,589,0.08717529711375212
1,16_개봉역,45_구일역,subway,78758,10,589,0.08357173174872666
1,265_온수역,262_오류동역,subway,60765,10,589,0.06447898981324278
1,253_역곡역,265_온수역,subway,49560,10,589,0.05258913412563667
1,63_남영역,181_서울역,subway,88161,10,589,0.09354944821731749
1,193_소사역,253_역곡역,subway,34919,10,589,0.03705326825127334
1,310_중동역,150_부천역,subway,15593,10,589,0.016546052631578947
1,196_송내역,310_중동역,subway,11449,10,589,0.012148769100169779
1,4_가산디지털단지역,40_구로역,subway,59341,10,589,0.06296795415959253
1,97_독산역,4_가산디지털단지역,subway,46383,10,589,0.04921795415959253
1,52_금천구청역,97_독산역,subway,37580,10,589,0.03987691001697793
1,184_석수역,52_금천구청역,subway,32039,10,589,0.033997241086587436
1,32_관악역,184_석수역,subway,28349,10,589,0.030081706281833615
1,236_안양역,32_관악역,subway,25374,10,589,0.026924872665534803
1,126_명학역,236_안양역,subway,18479,10,589,0.01960844651952462
1,51_금정역,126_명학역,subway,16162,10,589,0.017149830220713074
1,49_군포역,51_금정역,subway,2267,10,589,0.0024055602716468593
1,150_부천역,193_소사역,subway,29033,10,589,0.03080751273344652
1,181_서울역,208_시청역,subway,141857,10,589,0.15052737691001697
1,262_오류동역,16_개봉역,subway,67152,10,589,0.07125636672325976
1,303_종각역,304_종로3가역,subway,45786,10,589,0.04858446519524618
1,245_양주역,89_덕계역,subway,4383,10,589,0.004650891341256367
1,208_시청역,303_종각역,subway,61918,10,589,0.06570246179966044
1,2_가능역,72_녹양역,subway,10711,10,589,0.011365662139219015
1,284_의정부역,2_가능역,subway,14018,10,589,0.014874787775891341
1,354_회룡역,284_의정부역,subway,23966,10,589,0.02543081494057725
1,120_망월사역,354_회룡역,subway,32246,10,589,0.034216893039049234
1,93_도봉산역,120_망월사역,subway,36752,10,589,0.03899830220713073
1,94_도봉역,93_도봉산역,subway,43200,10,589,0.04584040747028863
1,139_방학역,94_도봉역,subway,46487,10,589,0.04932831069609508
1,317_창동역,139_방학역,subway,51847,10,589,0.05501591680814941
1,73_녹천역,317_창동역,subway,58131,10,589,0.06168399830220713
1,276_월계역,73_녹천역,subway,57850,10,589,0.061385823429541596
1,72_녹양역,245_양주역,subway,8513,10,589,0.009033319185059422
1,183_석계역,35_광운대역,subway,35859,10,589,0.03805072156196944
1,35_광운대역,276_월계역,subway,58351,10,589,0.06191744482173175
1,305_종로5가역,99_동대문역,subway,36916,10,589,0.0391723259762309
1,99_동대문역,102_동묘앞역,subway,36214,10,589,0.03842741935483871
1,102_동묘앞역,223_신설동역,subway,49806,10,589,0.05285016977928693
1,223_신설동역,302_제기동역,subway,34485,10,589,0.03659274193548387
1,304_종로3가역,305_종로5가역,subway,45013,10,589,0.047764219015280135
1,325_청량리역,353_회기역,subway,80687,10,589,0.08561863327674024
1,353_회기역,268_외대앞역,subway,24233,10,589,0.02571413412563667
1,268_외대앞역,225_신이문역,subway,23675,10,589,0.025122028862478777
1,225_신이문역,183_석계역,subway,24571,10,589,0.02607279286926995
1,302_제기동역,325_청량리역,subway,37642,10,589,0.03994269949066214
2,92_도림천역,217_신도림역,subway,46693,10,528,0.05527107007575757
2,228_신촌역,346_홍대입구역,subway,10469,10,528,0.012392282196969697
2,246_양천구청역,92_도림천역,subway,46293,10,528,0.054797585227272724
2,226_신정네거리역,246_양천구청역,subway,42101,10,528,0.049835464015151515
2,57_까치산역,226_신정네거리역,subway,36906,10,528,0.043686079545454545
2,131_문래역,217_신도림역,subway,94563,10,528,0.11193536931818182
2,258_영등포구청역,131_문래역,subway,92526,10,528,0.10952414772727273
2,79_당산역,258_영등포구청역,subway,95836,10,528,0.11344223484848485
2,342_합정역,79_당산역,subway,80621,10,528,0.09543205492424242
2,346_홍대입구역,342_합정역,subway,102335,10,528,0.12113517992424243
2,285_이대역,228_신촌역,subway,12027,10,528,0.014236505681818182
2,280_을지로4가역,279_을지로3가역,subway,24531,10,528,0.029037642045454545
2,329_충정로역,233_아현역,subway,18594,10,528,0.022009943181818183
2,208_시청역,329_충정로역,subway,14752,10,528,0.017462121212121214
2,281_을지로입구역,208_시청역,subway,50989,10,528,0.06035629734848485
2,279_을지로3가역,281_을지로입구역,subway,42883,10,528,0.05076112689393939
2,100_동대문역사문화공원역,280_을지로4가역,subway,63086,10,528,0.07467566287878788
2,214_신당역,100_동대문역사문화공원역,subway,96814,10,528,0.1145999053030303
2,171_상왕십리역,214_신당역,subway,100617,10,528,0.1191015625
2,267_왕십리역,171_상왕십리역,subway,102637,10,528,0.12149266098484848
2,340_한양대역,267_왕십리역,subway,31495,10,528,0.037281013257575754
2,223_신설동역,270_용두역,subway,85274,10,528,0.10093986742424242
2,233_아현역,285_이대역,subway,18903,10,528,0.02237571022727273
2,270_용두역,213_신답역,subway,86056,10,528,0.1018655303030303
2,108_뚝섬역,340_한양대역,subway,23584,10,528,0.027916666666666666
2,269_용답역,191_성수역,subway,72072,10,528,0.0853125
2,213_신답역,269_용답역,subway,71564,10,528,0.08471117424242425
2,21_건대입구역,191_성수역,subway,61179,10,528,0.07241832386363636
2,14_강변역,44_구의역,subway,55535,10,528,0.06573745265151515
2,291_잠실나루역,14_강변역,subway,49341,10,528,0.05840553977272727
2,293_잠실역,291_잠실나루역,subway,47554,10,528,0.05629024621212121
2,292_잠실새내역,293_잠실역,subway,112702,10,528,0.13340672348484847
2,306_종합운동장역,292_잠실새내역,subway,122360,10,528,0.14483901515151515
2,161_삼성역,306_종합운동장역,subway,136582,10,528,0.16167376893939395
2,187_선릉역,161_삼성역,subway,203746,10,528,0.24117660984848485
2,254_역삼역,187_선릉역,subway,179132,10,528,0.2120407196969697
2,10_강남역,254_역삼역,subway,170671,10,528,0.20202533143939394
2,44_구의역,21_건대입구역,subway,73337,10,528,0.08680989583333333
2,182_서초역,38_교대역,subway,80686,10,528,0.09550899621212121
2,38_교대역,10_강남역,subway,98506,10,528,0.11660274621212122
2,217_신도림역,82_대림역,subway,166434,10,528,0.1970099431818182
2,39_구로디지털단지역,216_신대방역,subway,73406,10,528,0.08689157196969698
2,216_신대방역,218_신림역,subway,59491,10,528,0.0704202178030303
2,218_신림역,148_봉천역,subway,56557,10,528,0.06694720643939393
2,82_대림역,39_구로디지털단지역,subway,114501,10,528,0.13553622159090908
2,179_서울대입구역,59_낙성대역,subway,86946,10,528,0.10291903409090909
2,59_낙성대역,156_사당역,subway,102830,10,528,0.12172111742424242
2,156_사당역,137_방배역,subway,90838,10,528,0.10752604166666667
2,137_방배역,182_서초역,subway,79138,10,528,0.09367660984848485
2,148_봉천역,179_서울대입구역,subway,63230,10,528,0.07484611742424242
3,241_약수역,101_동대입구역,subway,38064,10,407,0.05845208845208845
3,38_교대역,27_고속터미널역,subway,44275,10,407,0.06798986486486487
3,53_금호역,241_약수역,subway,60227,10,407,0.09248617936117937
3,264_옥수역,53_금호역,subway,7772,10,407,0.011934889434889434
3,239_압구정역,264_옥수역,subway,30780,10,407,0.04726658476658477
3,222_신사역,239_압구정역,subway,88799,10,407,0.13636210073710073
3,294_잠원역,222_신사역,subway,24783,10,407,0.03805743243243243
3,27_고속터미널역,294_잠원역,subway,24567,10,407,0.0377257371007371
3,61_남부터미널역,38_교대역,subway,19697,10,407,0.03024723587223587
3,85_대청역,335_학여울역,subway,17352,10,407,0.026646191646191645
3,121_매봉역,244_양재역,subway,57703,10,407,0.08861025798525798
3,91_도곡역,121_매봉역,subway,55965,10,407,0.08594133906633906
3,86_대치역,91_도곡역,subway,38842,10,407,0.0596468058968059
3,335_학여울역,86_대치역,subway,19673,10,407,0.030210380835380836
3,203_수서역,290_일원역,subway,6371,10,407,0.009783476658476658
3,3_가락시장역,203_수서역,subway,56751,10,407,0.08714834152334153
3,24_경찰병원역,3_가락시장역,subway,30153,10,407,0.046303746928746926
3,261_오금역,24_경찰병원역,subway,25385,10,407,0.038981879606879606
3,101_동대입구역,328_충무로역,subway,39760,10,407,0.061056511056511054
3,244_양재역,61_남부터미널역,subway,12989,10,407,0.01994625307125307
3,328_충무로역,279_을지로3가역,subway,30168,10,407,0.04632678132678133
3,290_일원역,85_대청역,subway,11715,10,407,0.017989864864864865
3,304_종로3가역,234_안국역,subway,72124,10,407,0.11075552825552826
3,307_주엽역,87_대화역,subway,5451,10,407,0.008370700245700245
3,279_을지로3가역,304_종로3가역,subway,27722,10,407,0.04257063882063882
3,112_마두역,300_정발산역,subway,13323,10,407,0.020459152334152336
3,141_백석역,112_마두역,subway,17090,10,407,0.026243857493857495
3,80_대곡역,141_백석역,subway,21711,10,407,0.033339987714987716
3,352_화정역,80_대곡역,subway,19277,10,407,0.029602272727272727
3,274_원당역,352_화정역,subway,27461,10,407,0.0421698402948403
3,275_원흥역,274_원당역,subway,57686,10,407,0.08858415233415233
3,163_삼송역,275_원흥역,subway,54013,10,407,0.08294379606879607
3,300_정발산역,307_주엽역,subway,10342,10,407,0.01588144963144963
3,46_구파발역,316_지축역,subway,15240,10,407,0.023402948402948404
3,316_지축역,163_삼송역,subway,18904,10,407,0.02902948402948403
3,23_경복궁역,95_독립문역,subway,50076,10,407,0.0768980343980344
3,95_독립문역,130_무악재역,subway,67653,10,407,0.10388974201474202
3,130_무악재역,347_홍제역,subway,64585,10,407,0.09917843980343981
3,234_안국역,23_경복궁역,subway,65981,10,407,0.10132217444717445
3,70_녹번역,154_불광역,subway,25651,10,407,0.039390356265356266
3,154_불광역,256_연신내역,subway,16134,10,407,0.024775798525798524
3,256_연신내역,46_구파발역,subway,12009,10,407,0.018441339066339067
3,347_홍제역,70_녹번역,subway,55048,10,407,0.08453316953316953
4,188_선바위역,64_남태령역,subway,64728,10,476,0.08498949579831933
4,287_이촌역,224_신용산역,subway,20263,10,476,0.026605829831932774
4,103_동작역,287_이촌역,subway,174465,10,476,0.22907694327731093
4,326_총신대입구역,103_동작역,subway,96235,10,476,0.12635898109243698
4,156_사당역,326_총신대입구역,subway,79168,10,476,0.10394957983193277
4,64_남태령역,156_사당역,subway,65539,10,476,0.08605435924369748
4,22_경마공원역,188_선바위역,subway,60674,10,476,0.07966649159663866
4,332_평촌역,289_인덕원역,subway,33991,10,476,0.04463103991596638
4,31_과천역,81_대공원역,subway,55489,10,476,0.07285845588235294
4,301_정부과천청사역,31_과천역,subway,51435,10,476,0.06753545168067226
4,289_인덕원역,301_정부과천청사역,subway,45842,10,476,0.06019170168067227
4,143_범계역,332_평촌역,subway,27575,10,476,0.03620667016806723
4,51_금정역,143_범계역,subway,19067,10,476,0.02503545168067227
4,158_산본역,51_금정역,subway,6988,10,476,0.009175420168067227
4,201_수리산역,158_산본역,subway,1445,10,476,0.0018973214285714286
4,81_대공원역,22_경마공원역,subway,60364,10,476,0.0792594537815126
4,160_삼각지역,206_숙대입구역,subway,14342,10,476,0.01883140756302521
4,224_신용산역,160_삼각지역,subway,20473,10,476,0.02688156512605042
4,181_서울역,355_회현역,subway,222666,10,476,0.2923660714285714
4,206_숙대입구역,181_서울역,subway,18063,10,476,0.0237171743697479
4,167_상계역,78_당고개역,subway,8332,10,476,0.010940126050420168
4,69_노원역,167_상계역,subway,25736,10,476,0.03379201680672269
4,231_쌍문역,317_창동역,subway,94399,10,476,0.12394826680672269
4,204_수유역,231_쌍문역,subway,109100,10,476,0.14325105042016806
4,134_미아역,204_수유역,subway,164928,10,476,0.2165546218487395
4,133_미아사거리역,134_미아역,subway,133488,10,476,0.1752731092436975
4,55_길음역,133_미아사거리역,subway,46113,10,476,0.06054753151260504
4,317_창동역,69_노원역,subway,78890,10,476,0.10358455882352942
4,338_한성대입구역,192_성신여대입구역,subway,27739,10,476,0.03642200630252101
4,345_혜화역,338_한성대입구역,subway,25609,10,476,0.03362526260504202
4,99_동대문역,345_혜화역,subway,30291,10,476,0.03977284663865546
4,100_동대문역사문화공원역,99_동대문역,subway,16088,10,476,0.021123949579831932
4,328_충무로역,100_동대문역사문화공원역,subway,46641,10,476,0.06124080882352941
4,124_명동역,328_충무로역,subway,62360,10,476,0.08188025210084034
4,192_성신여대입구역,55_길음역,subway,42427,10,476,0.055707720588235296
4,355_회현역,124_명동역,subway,219881,10,476,0.2887092962184874
5,320_천호역,33_광나루역,subway,71435,8,428,0.13039391063084113
5,33_광나루역,232_아차산역,subway,74585,8,428,0.13614376460280375
5,48_군자역,298_장한평역,subway,76320,8,428,0.1393107476635514
5,298_장한평역,77_답십리역,subway,77611,8,428,0.14166727511682242
5,267_왕십리역,343_행당역,subway,10126,8,428,0.0184834988317757
5,114_마장역,267_왕십리역,subway,71211,8,428,0.12998503212616822
5,343_행당역,209_신금호역,subway,8781,8,428,0.01602840245327103
5,209_신금호역,323_청구역,subway,8522,8,428,0.01555563668224299
5,12_강동역,320_천호역,subway,70193,8,428,0.1281268253504673
5,77_답십리역,114_마장역,subway,68833,8,428,0.12564434871495328
5,104_둔촌동역,12_강동역,subway,30059,8,428,0.05486820969626168
5,125_명일역,50_굽은다리역,subway,29640,8,428,0.05410338785046729
5,138_방이역,266_올림픽공원역,subway,27596,8,428,0.050372371495327105
5,261_오금역,138_방이역,subway,24338,8,428,0.0444253796728972
5,15_개롱역,261_오금역,subway,24165,8,428,0.044109594042056076
5,20_거여역,15_개롱역,subway,18169,8,428,0.033164792640186916
5,115_마천역,20_거여역,subway,7791,8,428,0.014221305490654205
5,54_길동역,12_강동역,subway,41780,8,428,0.07626314252336448
5,50_굽은다리역,54_길동역,subway,36932,8,428,0.06741384345794392
5,25_고덕역,125_명일역,subway,22939,8,428,0.04187171436915888
5,173_상일동역,25_고덕역,subway,14105,8,428,0.025746568341121497
5,323_청구역,100_동대문역사문화공원역,subway,26873,8,428,0.04905264310747664
5,266_올림픽공원역,104_둔촌동역,subway,27920,8,428,0.05096378504672897
5,100_동대문역사문화공원역,280_을지로4가역,subway,63086,8,428,0.11515405957943925
5,232_아차산역,48_군자역,subway,80032,8,428,0.14608644859813083
5,304_종로3가역,36_광화문역,subway,20690,8,428,0.0377665011682243
5,280_을지로4가역,304_종로3가역,subway,39714,8,428,0.07249196845794392
5,18_개화산역,140_방화역,subway,6370,8,428,0.011627482476635514
5,56_김포공항역,18_개화산역,subway,11617,8,428,0.02120509637850467
5,197_송정역,56_김포공항역,subway,22984,8,428,0.041953855140186916
5,136_발산역,111_마곡역,subway,23871,8,428,0.0435729410046729
5,273_우장산역,136_발산역,subway,28496,8,428,0.05201518691588785
5,349_화곡역,273_우장산역,subway,30039,8,428,0.05483170268691589
5,57_까치산역,349_화곡역,subway,45993,8,428,0.08395334404205608
5,227_신정역,57_까치산역,subway,32205,8,428,0.05878541179906542
5,128_목동역,227_신정역,subway,34049,8,428,0.06215135806074766
5,263_오목교역,128_목동역,subway,17020,8,428,0.031067464953271028
5,248_양평역,263_오목교역,subway,20814,8,428,0.037992844626168226
5,111_마곡역,197_송정역,subway,22642,8,428,0.04132958528037383
5,259_영등포시장역,258_영등포구청역,subway,9886,8,428,0.018045414719626167
5,36_광화문역,177_서대문역,subway,25553,8,428,0.046643180490654204
5,258_영등포구청역,248_양평역,subway,25557,8,428,0.04665048189252336
5,177_서대문역,329_충정로역,subway,36398,8,428,0.06643910630841121
5,240_애오개역,28_공덕역,subway,28846,8,428,0.05265405957943925
5,28_공덕역,117_마포역,subway,97201,8,428,0.17742589077102805
5,329_충정로역,240_애오개역,subway,24832,8,428,0.04532710280373832
5,251_여의나루역,252_여의도역,subway,15132,8,428,0.027621203271028037
5,252_여의도역,210_신길역,subway,40723,8,428,0.07433374707943925
5,210_신길역,259_영등포시장역,subway,9392,8,428,0.017143691588785048
5,117_마포역,251_여의나루역,subway,21123,8,428,0.03855687792056075
6,142_버티고개역,336_한강진역,subway,7766,8,340,0.01784466911764706
6,318_창신역,102_동묘앞역,subway,7965,8,340,0.018301930147058824
6,241_약수역,142_버티고개역,subway,8161,8,340,0.018752297794117648
6,323_청구역,241_약수역,subway,10205,8,340,0.023448988970588235
6,214_신당역,323_청구역,subway,7065,8,340,0.016233915441176472
6,336_한강진역,288_이태원역,subway,10294,8,340,0.023653492647058825
6,102_동묘앞역,214_신당역,subway,10220,8,340,0.02348345588235294
6,145_보문역,318_창신역,subway,7207,8,340,0.016560202205882352
6,98_돌곶이역,172_상월곡역,subway,10624,8,340,0.02441176470588235
6,26_고려대역,235_안암역,subway,16099,8,340,0.0369921875
6,277_월곡역,26_고려대역,subway,15350,8,340,0.03527113970588235
6,183_석계역,98_돌곶이역,subway,46071,8,340,0.10586167279411765
6,330_태릉입구역,183_석계역,subway,39884,8,340,0.0916452205882353
6,350_화랑대역,330_태릉입구역,subway,16899,8,340,0.03883042279411765
6,288_이태원역,71_녹사평역,subway,14125,8,340,0.032456341911764705
6,149_봉화산역,350_화랑대역,subway,6214,8,340,0.014278492647058823
6,235_안암역,145_보문역,subway,18668,8,340,0.04289522058823529
6,71_녹사평역,160_삼각지역,subway,18064,8,340,0.04150735294117647
6,172_상월곡역,277_월곡역,subway,15087,8,340,0.03466681985294118
6,356_효창공원앞역,28_공덕역,subway,127347,8,340,0.2926171875
6,160_삼각지역,356_효창공원앞역,subway,24714,8,340,0.05678768382352941
6,211_신내역,149_봉화산역,subway,2975,8,340,0.0068359375
6,255_역촌역,283_응암역,subway,10567,8,340,0.02428079044117647
6,154_불광역,255_역촌역,subway,8801,8,340,0.020222886029411764
6,96_독바위역,154_불광역,subway,775,8,340,0.0017807904411764705
6,43_구산역,256_연신내역,subway,22815,8,340,0.052424172794117645
6,283_응암역,43_구산역,subway,26473,8,340,0.06082950367647059
6,174_새절역,283_응암역,subway,57654,8,340,0.13247702205882353
6,315_증산역,174_새절역,subway,65498,8,340,0.15050091911764707
6,256_연신내역,96_독바위역,subway,215,8,340,0.0004940257352941176
6,278_월드컵경기장역,107_디지털미디어시티역,subway,9879,8,340,0.022699908088235295
6,116_마포구청역,278_월드컵경기장역,subway,7009,8,340,0.016105238970588236
6,119_망원역,116_마포구청역,subway,3527,8,340,0.008104319852941176
6,342_합정역,119_망원역,subway,12863,8,340,0.029556525735294117
6,170_상수역,342_합정역,subway,3630,8,340,0.008340992647058823
6,37_광흥창역,170_상수역,subway,1237,8,340,0.002842371323529412
6,88_대흥역,37_광흥창역,subway,46385,8,340,0.10658318014705882
6,107_디지털미디어시티역,315_증산역,subway,71544,8,340,0.16439338235294118
6,28_공덕역,88_대흥역,subway,48894,8,340,0.1123483455882353
7,215_신대방삼거리역,295_장승배기역,subway,18039,8,393,0.0358599713740458
7,295_장승배기역,168_상도역,subway,20587,8,393,0.04092517493638677
7,168_상도역,207_숭실대입구역,subway,21875,8,393,0.04348560750636132
7,66_내방역,27_고속터미널역,subway,42020,8,393,0.08353212468193384
7,62_남성역,286_이수역,subway,34554,8,393,0.06869036259541984
7,286_이수역,66_내방역,subway,33671,8,393,0.06693503498727735
7,144_보라매역,215_신대방삼거리역,subway,20063,8,393,0.0398835082697201
7,207_숭실대입구역,62_남성역,subway,28111,8,393,0.055882236005089056
7,229_신풍역,144_보라매역,subway,23890,8,393,0.04749125318066158
7,151_부천종합운동장역,58_까치울역,subway,7439,8,393,0.014788088422391857
7,60_남구로역,82_대림역,subway,50382,8,393,0.1001550572519084
7,4_가산디지털단지역,60_남구로역,subway,48821,8,393,0.09705192430025446
7,321_철산역,4_가산디지털단지역,subway,48075,8,393,0.09556894083969465
7,34_광명사거리역,321_철산역,subway,35574,8,393,0.07071803435114504
7,319_천왕역,34_광명사거리역,subway,20902,8,393,0.04155136768447837
7,265_온수역,319_천왕역,subway,11397,8,393,0.02265625
7,58_까치울역,265_온수역,subway,11441,8,393,0.022743718193384225
7,27_고속터미널역,135_반포역,subway,16695,8,393,0.03318821564885496
7,327_춘의역,151_부천종합운동장역,subway,4891,8,393,0.009722884860050891
7,82_대림역,229_신풍역,subway,29625,8,393,0.05889193702290076
7,135_반포역,74_논현역,subway,38411,8,393,0.07635774491094148
7,249_어린이대공원역,48_군자역,subway,54928,8,393,0.10919211195928753
7,334_학동역,9_강남구청역,subway,83353,8,393,0.16569855279898218
7,93_도봉산역,296_장암역,subway,1099,8,393,0.0021847169211195927
7,200_수락산역,93_도봉산역,subway,7497,8,393,0.014903387404580153
7,113_마들역,200_수락산역,subway,18429,8,393,0.036635257633587784
7,69_노원역,113_마들역,subway,28805,8,393,0.05726184796437659
7,308_중계역,69_노원역,subway,19995,8,393,0.039748330152671756
7,333_하계역,308_중계역,subway,18988,8,393,0.03774650127226463
7,74_논현역,334_학동역,subway,75406,8,393,0.14990060432569974
7,330_태릉입구역,29_공릉역,subway,30527,8,393,0.060685034987277356
7,122_먹골역,330_태릉입구역,subway,5675,8,393,0.01128140903307888
7,313_중화역,122_먹골역,subway,8253,8,393,0.01640625
7,29_공릉역,333_하계역,subway,25004,8,393,0.04970578880407125
7,123_면목역,169_상봉역,subway,56153,8,393,0.11162730597964376
7,169_상봉역,313_중화역,subway,14467,8,393,0.028759144402035624
7,324_청담역,109_뚝섬유원지역,subway,85902,8,393,0.17076574427480917
7,109_뚝섬유원지역,21_건대입구역,subway,84582,8,393,0.16814169847328245
7,21_건대입구역,249_어린이대공원역,subway,55321,8,393,0.10997336195928753
7,9_강남구청역,324_청담역,subway,79046,8,393,0.15713660941475827
7,309_중곡역,271_용마산역,subway,53221,8,393,0.10579874363867685
7,271_용마산역,155_사가정역,subway,51638,8,393,0.10265187659033079
7,155_사가정역,123_면목역,subway,51072,8,393,0.10152671755725191
7,48_군자역,309_중곡역,subway,58352,8,393,0.11599872773536896
8,127_모란역,205_수진역,subway,5261,6,292,0.018767836757990868
8,205_수진역,230_신흥역,subway,2892,6,292,0.010316780821917807
8,230_신흥역,76_단대오거리역,subway,6098,6,292,0.0217537100456621
8,76_단대오거리역,65_남한산성입구역,subway,14694,6,292,0.052418664383561644
8,65_남한산성입구역,159_산성역,subway,23579,6,292,0.08411458333333334
8,159_산성역,146_복정역,subway,27494,6,292,0.09808076484018265
8,146_복정역,297_장지역,subway,10694,6,292,0.03814925799086758
8,3_가락시장역,199_송파역,subway,45405,6,292,0.1619755993150685
8,132_문정역,3_가락시장역,subway,25146,6,292,0.08970462328767123
8,320_천호역,237_암사역,subway,16531,6,292,0.05897188926940639
8,11_강동구청역,320_천호역,subway,40243,6,292,0.1435609303652968
8,129_몽촌토성역,11_강동구청역,subway,43595,6,292,0.15551869292237444
8,297_장지역,132_문정역,subway,10159,6,292,0.03624072488584475
8,186_석촌역,293_잠실역,subway,44384,6,292,0.15833333333333333
8,199_송파역,186_석촌역,subway,48962,6,292,0.1746646689497717
8,293_잠실역,129_몽촌토성역,subway,45317,6,292,0.16166167237442922
9,175_샛강역,68_노량진역,subway,14177,6,110,0.13425189393939393
9,252_여의도역,175_샛강역,subway,14220,6,110,0.13465909090909092
9,47_국회의사당역,252_여의도역,subway,17569,6,110,0.16637310606060607
9,79_당산역,47_국회의사당역,subway,18910,6,110,0.1790719696969697
9,189_선유도역,79_당산역,subway,32370,6,110,0.3065340909090909
9,219_신목동역,189_선유도역,subway,25598,6,110,0.24240530303030303
9,257_염창역,219_신목동역,subway,22889,6,110,0.21675189393939395
9,314_증미역,106_등촌역,subway,7554,6,110,0.07153409090909091
9,5_가양역,314_증미역,subway,8012,6,110,0.07587121212121212
9,68_노량진역,67_노들역,subway,2725,6,110,0.025804924242424244
9,110_마곡나루역,247_양천향교역,subway,26925,6,110,0.2549715909090909
9,221_신방화역,110_마곡나루역,subway,6152,6,110,0.05825757575757576
9,30_공항시장역,221_신방화역,subway,441,6,110,0.004176136363636364
9,56_김포공항역,30_공항시장역,subway,279,6,110,0.0026420454545454546
9,19_개화역,56_김포공항역,subway,2893,6,110,0.027395833333333335
9,106_등촌역,257_염창역,subway,10644,6,110,0.10079545454545455
9,247_양천향교역,5_가양역,subway,20036,6,110,0.18973484848484848
9,67_노들역,357_흑석역,subway,3050,6,110,0.028882575757575756
9,103_동작역,42_구반포역,subway,32185,6,110,0.304782196969697
9,105_둔촌오륜역,312_중앙보훈병원역,subway,11081,6,110,0.10493371212121212
9,266_올림픽공원역,105_둔촌오륜역,subway,12020,6,110,0.11382575757575758
